gene_id	transcript_id	prot_id	gene_name	Preferred_name	PFAM_arch	log2FoldChange	padj
LOC5518794	XM_001638723.3	XP_001638773.2	nuclear migration protein nudC	NUDC	Nudc_N;CS	-0.75688880177864	0.00217504885534733
LOC5508703	XM_048733274.1	XP_048589231.1	NA	HERC2	RCC1;RCC1_2;RCC1;RCC1_2;RCC1;RCC1;RCC1_2;RCC1;Cyt-b5;MIB_HERC2;Cul7;ZZ;ANAPC10;RCC1;RCC1;RCC1_2;RCC1;RCC1_2;RCC1;RCC1;RCC1_2;RCC1;RCC1;RCC1_2;RCC1;RCC1_2;RCC1;RCC1;RCC1_2;RCC1;RCC1_2;RCC1;HECT	-0.756818347777056	0.00037986996027196
LOC5503767	XM_032372000.2	XP_032227891.2	vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A	V-SNARE;V-SNARE_C	-0.755500648783249	0.00373960903932793
LOC125568428	XM_048730745.1	XP_048586702.1	NA	NA	NA	-0.75243292391626	0.00644213954992524
LOC116610121	XM_048728308.1	XP_048584265.1	fanconi-associated nuclease 1	FAN1	VRR_NUC	-0.752278932369809	0.00844239948299226
LOC5516196	XM_032386090.2	XP_032241981.1	NA	NT5C1A	NA	-0.750164978277231	0.00860113924963232
LOC5515345	XM_048731523.1	XP_048587480.1	torsin-1A-interacting protein 2	-	LAP1C	-0.739266180666101	0.00881423008212619
LOC5516437	XM_001636450.3	XP_001636500.2	histone deacetylase 11	HDAC11	Hist_deacetyl	-0.736654988005446	0.00974504346697571
LOC5520205	XM_032365109.2	XP_032221000.2	NA	-	RRM_1	-0.733488803163082	0.00644161352867648
LOC5505584	XM_001626309.3	XP_001626359.2	aspartate aminotransferase%2C cytoplasmic	GOT1	Aminotran_1_2	-0.730179278659831	0.000808861751799862
LOC5512182	XM_048733798.1	XP_048589755.1	protein-serine O-palmitoleoyltransferase porcupine	PORCN	MBOAT	-0.729307578145378	0.00951029705088843
LOC116620160	XM_048721882.1	XP_048577839.1	NA	NA	Npa1;NopRA1	-0.727771914335113	0.000944590693437942
LOC116606144	XM_048723718.1	XP_048579675.1	uncharacterized LOC116606144	-	ATG27;Man-6-P_recep	-0.724413933804484	0.000872454878436533
LOC5513139	XM_032382652.2	XP_032238543.1	NA	BMPR2	Activin_recp;Pkinase;PK_Tyr_Ser-Thr	-0.720862245468733	0.000271633858459082
LOC5521614	XM_001641351.3	XP_001641401.2	glycine cleavage system H protein	GCSH	GCV_H	-0.71845241400029	0.000665712297669558
LOC5503400	XM_001624421.3	XP_001624471.3	N-alpha-acetyltransferase 40	NAA40	Acetyltransf_1	-0.717681703429769	0.00964469529890906
LOC5507680	XM_001628267.3	XP_001628317.2	N-alpha-acetyltransferase 10	NAA10	Acetyltransf_10;Acetyltransf_1;Acetyltransf_7;FR47	-0.716310432654033	0.000187264391924794
LOC5517150	XM_032387202.2	XP_032243093.2	DDB1- and CUL4-associated factor 1	VPRBP	NA	-0.71578846501471	0.000841781599892302
LOC116608373	XM_032369636.2	XP_032225527.1	NA	SURF1	SURF1	-0.715521122219824	0.00203674567162831
LOC5505527	XM_032373889.2	XP_032229780.1	NA	NOC3L	NOC3p;CBF	-0.713321267244751	0.000549732262174692
LOC5515104	XM_001635195.3	XP_001635245.2	NA	-	AA_kinase	-0.709725679011636	0.00932373863126224
LOC5513986	XM_001634113.3	XP_001634163.3	uncharacterized calcium-binding protein At1g02270	-	Exo_endo_phos	-0.708903742341177	0.00223464971911894
LOC5514244	XM_048725097.1	XP_048581054.1	NA	GBE1	CBM_48;Alpha-amylase;Alpha-amylase_C	-0.702027875234959	0.000195599886458253
LOC5511822	XM_001632124.3	XP_001632174.2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	NDUFA13	GRIM-19	-0.699794292035622	0.000833819477759046
LOC116619983	XM_048722793.1	XP_048578750.1	NA	-	NA	-0.699232567370086	0.00899669528791954
LOC5509678	XM_001630163.3	XP_001630213.2	protein-cysteine N-palmitoyltransferase HHAT	rasp	MBOAT	-0.695164958793739	0.00956771828892971
LOC5505376	XM_032373803.2	XP_032229694.1	NA	XPNPEP1	Creatinase_N;Creatinase_N_2;Peptidase_M24;Peptidase_M24_C	-0.69350300956186	0.00625713566416625
LOC5520759	XM_032365765.2	XP_032221656.2	uncharacterized LOC5520759	-	Ricin_B_lectin	-0.693296416313303	0.00217504885534733
LOC5519491	XM_001639277.3	XP_001639327.3	NA	NA	60KD_IMP	-0.691874202261101	0.00128419065637356
LOC5521055	XM_001640818.3	XP_001640868.2	E3 ubiquitin-protein ligase MARCHF5	MARCH5	RINGv	-0.690240438626902	0.00261506043501667
LOC5520774	XM_001640642.3	XP_001640692.2	axin interactor%2C dorsalization-associated protein	AIDA	Aida_N;Aida_C2	-0.686425638354255	0.000841781599892302
LOC5507376	XM_048720607.1	XP_048576564.1	NA	FBXO15	F-box-like;F-box	-0.685737742864633	0.00844239948299226
LOC5515523	XM_001635584.3	XP_001635634.1	NA	NA	TPR_8;TPR_8;TPR_17	-0.681371643806133	0.0035598244355157
LOC5503349	XM_032371715.2	XP_032227606.2	NA	WFS1	WC-rich	-0.680310013175407	0.00244724102028534
LOC5519681	XM_032364575.2	XP_032220466.1	SAGA-associated factor 29	CCDC101	DUF1325	-0.679217632519824	0.00670527071294982
LOC5515418	XM_001635482.3	XP_001635532.3	NA	Cbs	PALP;CBS	-0.677881321779476	0.000493590267409263
LOC5514549	XM_048722326.1	XP_048578283.1	NA	SLC2A4	MFS_1;Sugar_tr	-0.67614917056972	0.00145164819544334
LOC5503211	XM_001624261.3	XP_001624311.2	emopamil-binding protein-like	EBPL	EBP	-0.675427184783461	0.00829411257127757
LOC5498094	XM_048729013.1	XP_048584970.1	prostaglandin E synthase	PTGES	MAPEG	-0.675346147285778	0.00164120907431631
LOC5519556	XM_001639327.3	XP_001639377.2	uncharacterized LOC5519556	-	Raftlin	-0.673344658936567	0.00225940215550433
LOC5512048	XM_001632359.3	XP_001632409.2	NA	NA	Fes1	-0.672869853945478	0.00293174909719977
LOC5519524	XM_001639301.3	XP_001639351.2	NA	DGAT1	MBOAT	-0.67152409676843	0.00714937026910364
LOC5502431	XM_001623562.3	XP_001623612.2	phospholipid scramblase 2	PLSCR3	Scramblase	-0.670068930747143	0.000178359997626492
LOC5501209	XM_048720577.1	XP_048576534.1	sterol 26-hydroxylase%2C mitochondrial	CYP27B1	p450	-0.669340763942161	0.0014734703132928
LOC5512675	XM_001632936.3	XP_001632986.1	diphosphoinositol polyphosphate phosphohydrolase 1	NUDT3	NUDIX	-0.667320647304331	0.00158653957224031
LOC5513511	XM_032383076.2	XP_032238967.1	tolloid-like protein 1	-	CUB;CUB;CUB	-0.665270606525574	0.00367795218064009
LOC5518792	XM_048721849.1	XP_048577806.1	translocation protein SEC63 homolog	SEC63	DnaJ;Sec63;Sec63	-0.660101491915559	0.0015023086456855
LOC116617391	XM_032380094.2	XP_032235985.2	transmembrane protein 199	TMEM199	Vma12	-0.657568541973439	0.00862713495933815
LOC116617179	XM_048731072.1	XP_048587029.1	NA	ABHD16A	Abhydrolase_1	-0.657116599653458	0.000420381889231015
LOC5504492	XM_001625350.2	XP_001625400.1	serine/threonine-protein kinase WNK4	BCL10	CARD	-0.650216072589443	0.00767160749890719
LOC5520251	XM_001640047.3	XP_001640097.3	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1	GTP_EFTU;GTP_EFTU_D2;GTP_EFTU_D3	-0.648996765158377	0.00193738019417144
LOC5516954	XM_001636948.3	XP_001636998.2	NA	Gulo	FAD_binding_4;ALO	-0.648469151259318	0.00808298378870796
LOC5509356	XM_032378274.2	XP_032234165.1	NA	NSUN6	PUA;FtsJ;Methyltr_RsmB-F	-0.647093941085124	0.00827663509323137
LOC5511594	XM_048726428.1	XP_048582385.1	putative phospholipase B-like 2	PLBD2	Phospholip_B	-0.645710343912086	0.00289456730056078
LOC5514369	XM_001634517.3	XP_001634567.2	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 2%2C mitochondrial	PDP1	PP2C	-0.645696976630981	0.003184664610324
LOC5518008	XM_001637985.3	XP_001638035.3	lysine--tRNA ligase	KARS	tRNA_anti-codon;tRNA-synt_2	-0.641049819162332	0.00185236412185212
LOC116620382	XM_048728255.1	XP_048584212.1	uncharacterized LOC116620382	NA	NA	-0.64065938280718	0.00674018615366864
LOC116617512	XM_048732700.1	XP_048588657.1	von Willebrand factor A domain-containing protein 8-like	VWA8	AAA_5;AAA_5;AAA_5	-0.639838597505387	0.00140631653690709
LOC5507809	XM_001628387.3	XP_001628437.3	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	PIN4	Rotamase_3;Rotamase	-0.639440546809601	0.00523184799787267
LOC5505338	XM_048732144.1	XP_048588101.1	NA	-	DHC_N1;DHC_N2;AAA_6;AAA_5;Dynein_AAA_lid;AAA_7;AAA_5;AAA;AAA_lid_1;AAA_8;MT;AAA_9;Dynein_heavy;AAA_lid_11;Dynein_C	-0.638385483903272	0.00929305977459749
LOC5513855	XM_001634020.3	XP_001634070.2	isochorismatase domain-containing protein 2	ISOC2	Isochorismatase	-0.632056024504629	0.00999457208127221
LOC116619400	XM_048734265.1	XP_048590222.1	signal recognition particle 9 kDa protein	SRP9	SRP9-21	-0.631325543938219	0.00724522622974831
LOC5509100	XM_048722308.1	XP_048578265.1	NA	-	RVT_1;RT_RNaseH_2;RT_RNaseH;Integrase_H2C2	-0.631103995289874	0.0053665518701393
LOC116613544	XM_032374104.2	XP_032229995.2	NA	UBR5	E3_UbLigase_EDD;PABP;HECT	-0.626254389280265	0.0003289331267413
LOC5510236	XM_001630679.3	XP_001630729.3	chromatin modification-related protein EAF3	MSL3	Tudor-knot;MRG	-0.622321377283392	0.00322000390739012
LOC116611784	XM_048734604.1	XP_048590561.1	AP-1 complex-associated regulatory protein	AP1AR	AP1AR	-0.62034728723106	0.00373960903932793
LOC5508796	XM_001629310.3	XP_001629360.3	NA	NA	Rif1_N	-0.600427604911026	0.00791874226726957
LOC5512130	XM_001632475.3	XP_001632525.2	NA	UBE3A	AZUL;HECT	-0.600329606300321	0.00145164819544334
LOC5511378	XM_048722848.1	XP_048578805.1	hsp90 co-chaperone Cdc37	CDC37L1	CDC37_N;CDC37_M;CDC37_C	-0.594740934358811	0.00930024319482842
LOC5501773	XM_001622991.3	XP_001623041.3	NA	SLC50A1	MtN3_slv;MtN3_slv	-0.585218432369338	0.00605849717204805
LOC5515899	XM_001636016.3	XP_001636066.2	delta(7)-sterol 5(6)-desaturase erg32	-	FA_hydroxylase	-0.582817799071479	0.00270689842472609
LOC5500709	XM_048727059.1	XP_048583016.1	NA	FBXO18	F-box-like;F-box;AAA_19;UvrD-helicase;UvrD_C;UvrD_C_2	-0.575933096560961	0.00785809578756544
LOC5504836	XM_001625674.3	XP_001625724.2	V-type proton ATPase catalytic subunit A	ATP6V1A	ATP-synt_ab_N;ATP-synt_ab_Xtn;ATP-synt_ab	-0.573569004413807	0.00694153360405418
LOC5513570	XM_032383087.2	XP_032238978.1	cubilin	NA	CUB;CUB	-0.573467974486523	0.00111706322240783
LOC5511923	XM_032381347.2	XP_032237238.2	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta	GNPTAB	Stealth_CR1;Stealth_CR2;Notch;Notch;DMAP_binding;Stealth_CR3;Stealth_CR4	-0.560869636921133	0.00853156817574543
LOC5515488	XM_001635623.3	XP_001635673.1	fumarylacetoacetase	FAH	FAA_hydrolase_N;FAA_hydrolase	-0.548760887538987	0.00430392974500062
LOC5513967	XM_032383522.2	XP_032239413.2	proteasome subunit alpha type-4	PSMA4	Proteasome_A_N;Proteasome	-0.541035645127917	0.00735956968947228
LOC5518000	XM_048720760.1	XP_048576717.1	bromodomain-containing protein 7	BRD7	Bromodomain;DUF3512	-0.494983166503592	0.00735956968947228
